日付,レース場コード,レース場名,レース番号,選手枠番,選手ナンバー,レーサーID,レーサー名,年齢,体重,展示タイム,スタートタイミング,レースタイム,最終着順
2024-01-01,24,大村,4,2,3,3305,小　野　　信　樹,13,30,6.94,0.24,1.51.9,3
2024-01-01,24,大村,4,3,2,4950,高　岡　　竜　也,31,60,6.84,0.27,1.53.3,4
2024-01-01,24,大村,4,4,4,3930,岸　本　　　　隆,59,40,6.89,0.19,1.54.3,2
2024-01-01,24,大村,4,5,6,5263,花　田　　凱　成,55,44,6.84,0.25,,4
2024-01-01,24,大村,4,6,5,4697,國　弘　　翔　平,28,67,6.83,0.22,,1
2024-01-01,24,大村,5,1,1,3350,藤　本　　佳　史,12,73,6.85,0.08,1.49.4,1
2024-01-01,24,大村,5,2,6,3897,白　井　　英　治,37,65,6.88,0.13,1.51.2,4
2024-01-01,24,大村,5,3,4,4020,川　上　　清　人,56,50,6.88,0.18,1.52.6,3
2024-01-01,24,大村,5,4,5,5311,小　林　　京　平,51,19,6.89,0.22,1.55.6,4
2024-01-01,24,大村,5,5,2,3462,竹　上　　真　司,22,64,6.98,0.13,,4
2024-01-01,24,大村,5,6,3,4735,角　山　　雄　哉,14,63,6.9,0.13,,2
2024-01-01,24,大村,6,1,1,4263,武　重　　雄　介,58,24,6.78,0.25,1.50.9,2
2024-01-01,24,大村,6,2,2,3176,長谷川　　　　巌,47,22,6.86,0.17,1.51.8,3
2024-01-01,24,大村,6,3,4,3901,松　田　　憲　幸,57,62,6.89,0.2,1.53.6,4
2024-01-01,24,大村,6,4,3,5170,佐　藤　　太　亮,39,37,6.85,0.16,1.54.8,4
2024-01-01,24,大村,6,5,6,3780,魚　谷　　智　之,23,27,6.85,0.16,,1
2024-01-01,24,大村,6,6,5,4672,守　屋　　大　地,75,46,6.85,0.2,,4
2024-01-01,24,大村,7,1,2,3539,金　子　　順　一,72,11,6.85,0.26,2.00.2,4
2024-01-01,24,大村,7,2,3,3878,胡　本　　悟　志,20,59,6.88,0.26,2.02.4,4
2024-01-01,24,大村,7,3,4,3661,柳　瀬　　興　志,16,56,6.85,0.22,2.04.9,2
2024-01-01,24,大村,7,4,1,4226,村　田　　浩　司,38,41,6.84,0.21,2.07.4,1
2024-01-01,24,大村,7,5,6,5238,笹　木　　香　吾,11,14,6.83,0.21,,4
2024-01-01,24,大村,8,1,1,3976,内　田　　　　圭,24,38,6.88,0.18,1.49.9,1
2024-01-01,24,大村,8,2,4,4108,吉　村　　正　明,30,42,6.86,0.19,1.52.1,4
2024-01-01,24,大村,8,3,5,4179,広　次　　　　修,50,13,6.83,0.18,1.52.9,3
2024-01-01,24,大村,8,4,3,5101,表　　　　健　太,63,72,6.83,0.24,1.54.7,2
2024-01-01,24,大村,8,5,2,5032,谷　口　　知　優,42,35,6.84,0.17,,4
2024-01-01,24,大村,8,6,6,4041,小　林　　基　樹,21,70,6.86,0.26,,4
2024-01-01,24,大村,9,1,5,3854,吉　川　　元　浩,29,20,6.81,0.2,1.51.3,3
2024-01-01,24,大村,9,2,1,4475,末　永　　祐　輝,46,36,6.77,0.28,1.52.1,4
2024-01-01,24,大村,9,3,4,4234,野　相　　弘　司,70,74,6.89,0.24,1.53.6,2
2024-01-01,24,大村,9,4,2,3710,吉　永　　泰　弘,36,75,6.84,0.28,1.53.8,4
2024-01-01,24,大村,9,5,3,4343,村　岡　　　　賢,45,28,6.82,0.31,,1
2024-01-01,24,大村,9,6,6,5311,小　林　　京　平,51,19,6.86,0.31,,4
2024-01-01,24,大村,10,1,1,4239,竹　田　　辰　也,34,52,6.82,0.04,1.49.1,1
2024-01-01,24,大村,10,2,3,4237,大　峯　　　　豊,54,58,6.82,0.19,1.50.9,4
2024-01-01,24,大村,10,3,4,4950,高　岡　　竜　也,31,60,6.83,0.18,1.52.1,3
2024-01-01,24,大村,10,4,5,3176,長谷川　　　　巌,47,22,6.9,0.16,1.54.2,4
2024-01-01,24,大村,10,5,2,4703,森　永　　　　隆,52,45,6.88,0.07,,2
2024-01-01,24,大村,10,6,6,3158,島　川　　光　男,15,17,6.88,0.18,,4
2024-01-01,24,大村,11,1,1,3897,白　井　　英　治,37,65,6.79,0.11,1.50.1,1
2024-01-01,24,大村,11,2,3,4015,前　野　　竜　一,35,48,6.89,0.12,1.50.4,3
2024-01-01,24,大村,11,3,2,4263,武　重　　雄　介,58,24,6.87,0.11,1.52.9,4
2024-01-01,24,大村,11,4,5,3901,松　田　　憲　幸,57,62,6.9,0.17,1.54.4,4
2024-01-01,24,大村,11,5,4,3350,藤　本　　佳　史,12,73,6.89,0.14,,4
2024-01-01,24,大村,11,6,6,5106,山　崎　　　　祥,44,51,6.85,0.25,,2
2024-01-01,24,大村,12,1,1,3780,魚　谷　　智　之,23,27,6.84,0.12,1.49.6,1
2024-01-01,24,大村,12,2,5,3568,木　村　　光　宏,53,71,6.94,0.12,1.51.0,4
2024-01-01,24,大村,12,3,2,4264,長　尾　　章　平,43,34,6.9,0.11,1.52.3,2
2024-01-01,24,大村,12,4,6,3976,内　田　　　　圭,24,38,6.94,0.1,1.52.9,3
2024-01-01,24,大村,12,5,4,4735,角　山　　雄　哉,14,63,6.93,0.07,,4
2024-01-01,24,大村,12,6,3,4108,吉　村　　正　明,30,42,6.89,0.09,,4
2024-01-01,24,大村,1,1,1,4434,田　中　　辰　彦,23,56,6.65,0.12,1.49.6,2
2024-01-01,24,大村,1,2,2,4374,永　田　　義　紘,17,34,6.72,0.1,1.50.3,4
2024-01-01,24,大村,1,3,3,3430,角　浜　　　　修,18,52,6.71,0.16,1.52.2,4
2024-01-01,24,大村,1,4,6,4683,向井田　　直　弥,20,20,6.69,0.17,1.53.0,4
2024-01-01,24,大村,1,5,5,4771,下　寺　　秀　和,61,65,6.69,0.18,1.53.7,3
2024-01-01,24,大村,1,6,4,5134,大　原　　祥　昌,13,61,6.74,0.18,1.55.1,1
2024-01-01,24,大村,2,1,5,5154,村　松　　栄　太,29,77,6.66,0.08,1.49.5,4
2024-01-01,24,大村,2,2,6,4600,井　内　　将太郎,66,32,6.72,0.08,1.50.4,4
2024-01-01,24,大村,2,3,4,5243,三　馬　　崇　史,12,70,6.74,0.13,1.52.3,4
2024-01-01,24,大村,2,4,2,4292,麻　生　　慎　介,60,73,6.8,0.14,1.52.6,3
2024-01-01,24,大村,2,5,1,4271,川　崎　　公　靖,79,64,6.75,0.17,1.55.4,2
2024-01-01,24,大村,2,6,3,4126,吉　本　　玲　緒,50,24,6.85,0.16,1.58.6,1
2024-01-01,24,大村,3,1,3,3873,別　府　　昌　樹,78,14,6.85,0.01,1.51.7,4
2024-01-01,24,大村,3,2,5,3663,木　山　　和　幸,27,28,6.79,0.02,1.52.5,4
2024-01-01,24,大村,3,3,4,3920,正　木　　聖　賢,19,13,6.75,0.01,1.54.3,4
2024-01-01,24,大村,3,4,6,4416,三　宅　　健　太,58,31,6.79,0.06,1.57.2,3
2024-01-01,24,大村,4,1,1,4173,岡　谷　　健　吾,30,71,6.83,0.14,1.51.5,4
2024-01-01,24,大村,4,2,4,3719,辻　　　　栄　蔵,62,27,6.78,0.19,1.52.3,2
2024-01-01,24,大村,4,3,6,3516,吉　原　　聖　人,52,36,6.88,0.2,1.54.5,4
2024-01-01,24,大村,4,4,2,3499,市　川　　哲　也,31,78,6.87,0.2,1.55.5,4
2024-01-01,24,大村,4,5,3,3797,岩　井　　　　繁,69,35,6.77,0.22,1.56.7,3
2024-01-01,24,大村,5,1,3,5015,高　橋　　竜　矢,33,12,6.78,0.14,1.51.4,2
2024-01-01,24,大村,5,2,2,4097,貫地谷　　直　人,76,22,6.88,0.18,1.53.0,4
2024-01-01,24,大村,5,3,1,4219,本　岡　　勝　利,80,23,6.92,0.17,1.54.9,1
2024-01-01,24,大村,5,4,4,4458,抹　香　　雄　三,64,60,6.82,0.14,1.55.3,3
2024-01-01,24,大村,5,5,5,3054,北　川　　幸　典,73,68,6.81,0.18,1.56.7,4
2024-01-01,24,大村,5,6,6,3883,山　根　　大　樹,67,55,6.94,0.23,2.00.5,4
2024-01-01,24,大村,6,1,1,4205,山　口　　　　剛,75,58,6.95,0.18,1.51.5,2
2024-01-01,24,大村,6,2,5,4471,新　田　　泰　章,53,72,6.97,0.17,1.53.5,4
2024-01-01,24,大村,6,3,4,3584,佐々木　　英　樹,39,33,7.02,0.15,1.54.3,4
2024-01-01,24,大村,6,4,2,5134,大　原　　祥　昌,13,61,6.91,0.6,1.55.0,3
2024-01-01,24,大村,6,5,3,4811,向井田　　佑　紀,16,66,6.9,0.17,1.56.3,4
2024-01-01,24,大村,6,6,6,4126,吉　本　　玲　緒,50,24,7.0,0.21,1.59.7,1
2024-01-01,24,大村,7,1,1,4564,山　本　　景士郎,35,57,6.94,0.06,1.51.0,1
2024-01-01,24,大村,7,2,2,3663,木　山　　和　幸,27,28,6.93,0.07,1.51.7,4
2024-01-01,24,大村,7,3,3,4434,田　中　　辰　彦,23,56,6.87,0.12,1.52.9,4
2024-01-01,24,大村,7,4,6,4302,西　野　　翔　太,21,59,6.88,0.11,1.54.4,4
2024-01-01,24,大村,7,5,5,3282,池　本　　輝　明,74,63,6.98,0.1,1.55.7,3
2024-01-01,24,大村,7,6,4,3757,畑　　　　和　宏,24,19,6.98,0.05,1.56.2,2
2024-01-01,24,大村,8,1,2,4163,山　崎　　裕　司,54,21,6.76,0.23,1.56.4,4
2024-01-01,24,大村,8,2,4,4416,三　宅　　健　太,58,31,6.88,0.25,1.58.5,4
2024-01-01,24,大村,8,3,5,3430,角　浜　　　　修,18,52,6.81,0.2,2.00.6,3
2024-01-01,24,大村,8,4,6,3614,谷　　　　勝　幸,65,75,6.79,0.18,2.01.7,4
2024-01-01,24,大村,9,1,1,3054,北　川　　幸　典,73,68,6.86,0.19,1.51.2,4
2024-01-01,24,大村,9,2,4,4835,橋　本　　　　明,57,30,6.88,0.27,1.52.7,2
2024-01-01,24,大村,9,3,3,4374,永　田　　義　紘,17,34,6.87,0.21,1.54.1,1
2024-01-01,24,大村,9,4,2,3411,池　上　　隆　行,56,53,6.88,0.21,1.54.5,4
2024-01-01,24,大村,9,5,5,4978,山　田　　和　佐,32,38,6.91,0.31,1.55.8,3
2024-01-01,24,大村,9,6,6,5243,三　馬　　崇　史,12,70,6.86,0.3,1.58.9,4
2024-01-01,24,大村,10,1,1,4811,向井田　　佑　紀,16,66,6.77,0.06,1.51.0,1
2024-01-01,24,大村,10,2,2,4771,下　寺　　秀　和,61,65,6.79,0.08,1.51.7,2
2024-01-01,24,大村,10,3,3,4458,抹　香　　雄　三,64,60,6.86,0.12,1.53.2,4
2024-01-01,24,大村,10,4,5,4682,大　上　　卓　人,11,17,6.8,0.23,1.53.3,4
2024-01-01,24,大村,10,5,4,3499,市　川　　哲　也,31,78,6.88,0.16,1.55.4,3
2024-01-01,24,大村,10,6,6,3668,市　川　　　　猛,70,54,6.85,0.17,1.57.2,4
2024-01-01,24,大村,11,1,4,4205,山　口　　　　剛,75,58,6.77,0.1,1.49.1,4
2024-01-01,24,大村,11,2,1,4398,船　岡　　洋一郎,63,29,6.84,0.06,1.51.0,1
2024-01-01,24,大村,11,3,5,4872,山　下　　流　心,59,67,6.79,0.11,1.52.5,4
2024-01-01,24,大村,11,4,6,4292,麻　生　　慎　介,60,73,6.83,0.12,1.53.0,2
2024-01-01,24,大村,11,5,2,4683,向井田　　直　弥,20,20,6.77,0.12,1.55.0,4
2024-01-01,24,大村,12,1,4,5015,高　橋　　竜　矢,33,12,6.78,0.01,1.49.5,4
2024-01-01,24,大村,12,2,1,3719,辻　　　　栄　蔵,62,27,6.73,0.16,1.51.0,1
2024-01-01,24,大村,12,3,2,4302,西　野　　翔　太,21,59,6.71,0.11,1.53.3,2
2024-01-01,24,大村,12,4,3,3584,佐々木　　英　樹,39,33,6.81,0.11,1.54.5,4
2024-01-01,24,大村,12,5,6,3920,正　木　　聖　賢,19,13,6.78,0.04,1.56.0,3
2024-01-01,24,大村,12,6,5,4163,山　崎　　裕　司,54,21,6.72,0.19,1.56.4,4
2024-01-01,24,大村,1,1,2,4562,阪　本　　勇　介,24,33,6.64,0.12,1.49.2,4
2024-01-01,24,大村,1,2,1,4202,浮　田　　圭　浩,35,22,6.7,0.08,1.50.0,2
2024-01-01,24,大村,1,3,3,3982,福　田　　　　理,16,39,6.78,0.07,1.51.2,4
2024-01-01,24,大村,1,4,4,4635,峰　重　　力　也,45,69,6.79,0.07,1.52.4,1
2024-01-01,24,大村,1,5,6,4842,山　下　　昂　大,48,71,6.82,0.16,,4
2024-01-01,24,大村,1,6,5,3717,立　間　　充　宏,14,44,6.72,0.13,,3
2024-01-01,24,大村,2,1,1,4537,渡　邉　　和　将,65,29,6.66,0.07,1.47.1,2
2024-01-01,24,大村,2,2,2,3233,小　畑　　実　成,27,35,6.7,0.07,1.49.8,3
2024-01-01,24,大村,2,3,6,4069,山　本　　修　一,22,59,6.76,0.11,1.50.8,4
2024-01-01,24,大村,2,4,3,3454,井　川　　大　作,39,70,6.8,0.08,1.51.2,1
2024-01-01,24,大村,2,5,5,3935,岩　津　　徹　郎,15,66,6.75,0.12,,4
2024-01-01,24,大村,2,6,4,4563,齋　藤　　真　之,64,18,6.73,0.06,,4
2024-01-01,24,大村,3,1,2,4853,前　原　　　　哉,36,41,6.64,0.15,1.48.7,1
2024-01-01,24,大村,3,2,3,4974,安　井　　瑞　紀,67,68,6.68,0.23,1.49.4,4
2024-01-01,24,大村,3,3,1,5189,藤　原　　早　菜,38,27,6.66,0.24,1.51.6,2
2024-01-01,24,大村,3,4,4,4098,赤　澤　　文　香,31,19,6.68,0.17,1.51.6,4
2024-01-01,24,大村,3,5,5,3357,福　島　　陽　子,66,49,6.7,0.21,,4
2024-01-01,24,大村,3,6,6,5317,長　尾　　萌　加,69,38,6.77,0.2,,3
2024-01-01,24,大村,4,1,2,4533,峰　重　　侑　治,56,43,6.66,0.13,1.49.1,4
2024-01-01,24,大村,4,2,6,4166,吉　田　　拡　郎,55,64,6.73,0.04,1.50.2,4
2024-01-01,24,大村,4,3,4,4713,白　神　　　　優,30,26,6.79,0.03,1.52.2,2
2024-01-01,24,大村,4,4,5,4580,長谷川　　雅　和,46,20,6.83,0.01,1.52.6,1
2024-01-01,24,大村,4,5,3,3949,今　出　　晋　二,58,13,6.85,0.02,,3
2024-01-01,24,大村,5,1,1,3874,山　本　　寛　久,11,57,6.85,0.12,1.49.8,1
2024-01-01,24,大村,5,2,2,3933,山　地　　正　樹,42,75,6.84,0.14,1.50.6,4
2024-01-01,24,大村,5,3,4,4370,山　口　　達　也,18,72,6.79,0.19,1.52.0,3
2024-01-01,24,大村,5,4,5,4214,林　　　　祐　介,19,50,6.83,0.18,1.53.7,4
2024-01-01,24,大村,5,5,6,4558,宮　野　　　　仁,70,67,6.87,0.15,,4
2024-01-01,24,大村,5,6,3,5217,藤　原　　碧　生,62,14,6.74,0.13,,2
2024-01-01,24,大村,6,1,1,4172,森　定　　晃　史,49,12,6.7,0.14,1.49.7,2
2024-01-01,24,大村,6,2,2,3600,玄　馬　　　　徹,43,52,6.76,0.15,1.50.0,3
2024-01-01,24,大村,6,3,4,3822,平　尾　　崇　典,52,42,6.66,0.15,1.51.7,4
2024-01-01,24,大村,6,4,3,3643,米　田　　隆　弘,28,15,6.82,0.14,1.52.8,4
2024-01-01,24,大村,6,5,6,3436,柏　野　　幸　二,59,60,6.85,0.12,,1
2024-01-01,24,大村,6,6,5,4562,阪　本　　勇　介,24,33,6.69,0.31,,4
2024-01-01,24,大村,7,1,1,4089,妹　尾　　忠　幸,50,36,6.85,0.07,1.49.8,1
2024-01-01,24,大村,7,2,2,4974,安　井　　瑞　紀,67,68,6.83,0.11,1.50.5,4
2024-01-01,24,大村,7,3,6,4762,藤　原　　啓史朗,41,40,6.79,0.14,1.51.7,4
2024-01-01,24,大村,7,4,3,4563,齋　藤　　真　之,64,18,6.83,0.06,1.52.2,4
2024-01-01,24,大村,7,5,4,3746,岡　瀬　　正　人,57,37,6.81,0.08,,2
2024-01-01,24,大村,7,6,5,4635,峰　重　　力　也,45,69,6.91,0.09,,3
2024-01-01,24,大村,8,1,6,4418,茅　原　　悠　紀,17,28,6.9,0.03,1.48.1,4
2024-01-01,24,大村,8,2,1,3300,川　崎　　智　幸,44,63,6.96,0.11,1.49.5,1
2024-01-01,24,大村,8,3,4,4842,山　下　　昂　大,48,71,6.78,0.1,1.51.5,4
2024-01-01,24,大村,8,4,5,3233,小　畑　　実　成,27,35,6.88,0.12,1.53.5,3
2024-01-01,24,大村,8,5,2,4580,長谷川　　雅　和,46,20,6.86,0.08,,4
2024-01-01,24,大村,8,6,3,4098,赤　澤　　文　香,31,19,6.81,0.04,,2
2024-01-01,24,大村,9,1,1,3717,立　間　　充　宏,14,44,6.76,0.16,1.50.3,4
2024-01-01,24,大村,9,2,5,5217,藤　原　　碧　生,62,14,6.71,0.21,1.51.2,3
2024-01-01,24,大村,9,3,6,3685,荒　井　　輝　年,20,61,6.72,0.22,1.51.9,4
2024-01-01,24,大村,9,4,4,4069,山　本　　修　一,22,59,6.84,0.22,1.53.4,2
2024-01-01,24,大村,9,5,2,4277,金　田　　大　輔,63,17,6.66,0.17,,4
2024-01-01,24,大村,9,6,3,5189,藤　原　　早　菜,38,27,6.79,0.2,,1
2024-01-01,24,大村,10,1,1,4166,吉　田　　拡　郎,55,64,6.76,0.1,1.49.3,1
2024-01-01,24,大村,10,2,2,3935,岩　津　　徹　郎,15,66,6.83,0.05,1.50.3,2
2024-01-01,24,大村,10,3,4,3643,米　田　　隆　弘,28,15,6.85,0.18,1.52.0,3
2024-01-01,24,大村,10,4,3,4713,白　神　　　　優,30,26,6.82,0.08,1.52.9,4
2024-01-01,24,大村,10,5,6,4370,山　口　　達　也,18,72,6.83,0.18,,4
2024-01-01,24,大村,10,6,5,3933,山　地　　正　樹,42,75,6.93,0.14,,4
2024-01-01,24,大村,11,1,1,4762,藤　原　　啓史朗,41,40,6.8,0.11,1.50.1,1
2024-01-01,24,大村,11,2,2,4214,林　　　　祐　介,19,50,6.78,0.15,1.51.5,4
2024-01-01,24,大村,11,3,6,3822,平　尾　　崇　典,52,42,6.72,0.12,1.52.7,2
2024-01-01,24,大村,11,4,4,4886,入　海　　　　馨,12,51,6.79,0.21,1.54.1,4
2024-01-01,24,大村,11,5,3,3746,岡　瀬　　正　人,57,37,6.83,0.2,,3
2024-01-01,24,大村,11,6,5,4537,渡　邉　　和　将,65,29,6.77,0.15,,4
2024-01-01,24,大村,12,1,1,4418,茅　原　　悠　紀,17,28,6.77,0.08,1.49.3,1
2024-01-01,24,大村,12,2,2,4172,森　定　　晃　史,49,12,6.84,0.06,1.50.0,2
2024-01-01,24,大村,12,3,4,3874,山　本　　寛　久,11,57,6.78,0.04,1.51.5,4
2024-01-01,24,大村,12,4,6,3300,川　崎　　智　幸,44,63,6.87,0.03,1.52.2,3
2024-01-01,24,大村,12,5,3,4089,妹　尾　　忠　幸,50,36,6.86,0.03,,4
2024-01-01,24,大村,12,6,5,4533,峰　重　　侑　治,56,43,6.82,0.05,,4
2024-01-01,24,大村,1,1,3,5037,田　頭　　虎　親,53,41,6.72,0.13,1.49.2,4
2024-01-01,24,大村,1,2,1,5136,濱　野　　斗　馬,45,58,6.74,0.1,1.51.5,2
2024-01-01,24,大村,1,4,5,4821,妻　鳥　　晋　也,21,4,6.72,0.13,1.54.3,3
2024-01-01,24,大村,1,5,2,4894,原　村　　拓　也,12,16,6.79,0.17,1.55.1,4
2024-01-01,24,大村,1,6,6,5265,大　廣　　咲　季,30,30,6.74,0.16,1.55.9,4
2024-01-01,24,大村,2,1,5,3849,中　岡　　正　彦,10,50,6.76,0.08,1.49.8,4
2024-01-01,24,大村,2,2,2,3543,福　田　　雅　一,55,9,6.67,0.11,1.50.9,3
2024-01-01,24,大村,2,3,6,3478,嶋　田　　貴　支,33,31,6.78,0.12,1.53.1,4
2024-01-01,24,大村,2,4,3,4034,西　原　　明　生,22,32,6.76,0.11,1.54.9,1
2024-01-01,24,大村,2,5,1,3753,河　上　　哲　也,65,38,6.71,0.09,1.55.4,2
2024-01-01,24,大村,2,6,4,4946,船　越　　健　吾,11,54,6.75,0.04,1.55.4,4
2024-01-01,24,大村,3,1,3,3660,長谷川　　親　王,59,59,6.83,0.09,1.49.9,4
2024-01-01,24,大村,3,2,4,4437,中　田　　元　泰,32,7,6.76,0.14,1.50.4,4
2024-01-01,24,大村,3,4,5,3837,秋　山　　広　一,14,36,6.77,0.11,1.53.5,4
2024-01-01,24,大村,3,5,1,3855,大　熊　　辰　弥,28,60,6.71,0.18,1.56.0,2
2024-01-01,24,大村,3,6,6,5326,三　嶌　　さらら,49,43,6.72,0.09,1.57.2,3
2024-01-01,24,大村,4,1,2,4852,川　原　　祐　明,51,45,6.73,0.11,1.49.9,4
2024-01-01,24,大村,4,2,5,4348,宮　崎　　　　奨,61,55,6.79,0.18,1.51.4,1
2024-01-01,24,大村,4,3,1,4010,越　智　　照　浩,40,61,6.74,0.09,1.53.2,4
2024-01-01,24,大村,4,5,6,4260,中　越　　博　紀,41,14,6.75,0.18,1.55.4,4
2024-01-01,24,大村,4,6,4,3401,上　田　　隆　章,17,21,6.8,0.17,1.57.8,2
2024-01-01,24,大村,5,1,2,4529,嶋　　　　義　信,13,26,6.77,0.07,1.49.8,4
2024-01-01,24,大村,5,2,5,3908,重　成　　一　人,37,25,6.75,0.17,1.50.4,4
2024-01-01,24,大村,5,3,1,3701,大　西　　隆　洋,43,13,6.77,0.19,1.53.6,1
2024-01-01,24,大村,5,4,6,4931,木　谷　　賢　太,15,19,6.69,0.16,1.54.3,4
2024-01-01,24,大村,5,5,4,4821,妻　鳥　　晋　也,21,4,6.7,0.22,1.54.5,3
2024-01-01,24,大村,5,6,3,4313,西　村　　美智子,39,34,6.76,0.11,1.55.1,2
2024-01-01,24,大村,6,1,2,3478,嶋　田　　貴　支,33,31,6.69,0.14,1.49.9,3
2024-01-01,24,大村,6,2,3,4459,片　岡　　雅　裕,27,8,6.73,0.12,1.51.0,4
2024-01-01,24,大村,6,3,1,4452,松　尾　　　　祭,64,48,6.68,0.16,1.51.9,2
2024-01-01,24,大村,6,4,5,3578,塩　田　　雄　一,46,49,6.68,0.31,1.55.1,4
2024-01-01,24,大村,6,5,4,4772,石　丸　　海　渡,56,5,6.67,0.17,1.57.2,4
2024-01-01,24,大村,6,6,6,5291,三　嶌　　こころ,66,2,6.79,0.18,2.03.0,1
2024-01-01,24,大村,7,1,1,5037,田　頭　　虎　親,53,41,6.67,0.29,1.49.8,1
2024-01-01,24,大村,7,2,3,4030,森　高　　一　真,60,51,6.75,0.26,1.51.2,4
2024-01-01,24,大村,7,3,4,3553,平　池　　仁　志,54,12,6.78,0.17,1.53.1,2
2024-01-01,24,大村,7,4,2,4946,船　越　　健　吾,11,54,6.74,0.28,1.53.2,4
2024-01-01,24,大村,7,5,5,4739,中　村　　晃　朋,34,66,6.71,0.18,1.54.3,3
2024-01-01,24,大村,7,6,6,3660,長谷川　　親　王,59,59,6.82,0.19,1.56.0,4
2024-01-01,24,大村,8,2,2,4348,宮　崎　　　　奨,61,55,6.7,0.13,1.50.7,4
2024-01-01,24,大村,8,4,3,4331,三　好　　勇　人,38,15,6.66,0.11,1.52.9,2
2024-01-01,24,大村,8,5,5,5257,西　丸　　侑太朗,31,65,6.77,0.22,1.54.3,3
2024-01-01,24,大村,8,6,6,4034,西　原　　明　生,22,32,6.79,0.25,1.56.2,4
2024-01-01,24,大村,9,1,2,4437,中　田　　元　泰,32,7,6.72,0.1,1.48.5,4
2024-01-01,24,大村,9,2,4,4511,中　岡　　健　人,20,23,6.65,0.17,1.50.7,2
2024-01-01,24,大村,9,3,5,4852,川　原　　祐　明,51,45,6.66,0.17,1.51.3,3
2024-01-01,24,大村,9,4,6,4583,古　田　　祐　貴,29,44,6.73,0.18,1.53.0,4
2024-01-01,24,大村,9,5,1,4529,嶋　　　　義　信,13,26,6.74,0.09,1.53.0,4
2024-01-01,24,大村,9,6,3,3753,河　上　　哲　也,65,38,6.75,0.16,1.57.2,1
2024-01-01,24,大村,10,1,1,4772,石　丸　　海　渡,56,5,6.65,0.05,1.49.3,1
2024-01-01,24,大村,10,2,2,3442,宮　武　　英　司,47,3,6.77,0.08,1.50.9,2
2024-01-01,24,大村,10,3,3,3401,上　田　　隆　章,17,21,6.71,0.08,1.51.5,4
2024-01-01,24,大村,10,4,4,3849,中　岡　　正　彦,10,50,6.76,0.04,1.53.1,3
2024-01-01,24,大村,10,5,6,4313,西　村　　美智子,39,47,6.72,0.11,1.53.8,4
2024-01-01,24,大村,11,1,2,4030,森　高　　一　真,60,51,6.7,0.09,1.48.2,4
2024-01-01,24,大村,11,2,1,3908,重　成　　一　人,37,25,6.73,0.09,1.48.9,1
2024-01-01,24,大村,11,4,5,4452,松　尾　　　　祭,64,48,6.73,0.16,1.51.7,4
2024-01-01,24,大村,11,5,6,3837,秋　山　　広　一,14,36,6.73,0.14,1.53.2,2
2024-01-01,24,大村,11,6,3,5136,濱　野　　斗　馬,45,58,6.73,0.11,1.53.8,3
2024-01-01,24,大村,12,1,1,4459,片　岡　　雅　裕,27,8,6.78,0.17,1.47.7,1
2024-01-01,24,大村,12,3,5,4260,中　越　　博　紀,41,14,6.77,0.18,1.51.4,4
2024-01-01,24,大村,12,4,3,4931,木　谷　　賢　太,15,19,6.72,0.25,1.52.2,4
2024-01-01,24,大村,12,5,6,4739,中　村　　晃　朋,34,66,6.8,0.25,1.53.9,3
2024-01-01,24,大村,12,6,4,3543,福　田　　雅　一,55,9,6.69,0.23,1.54.2,4
2024-01-01,24,大村,1,1,1,4063,市　橋　　卓　士,38,39,6.89,0.17,1.47.9,2
2024-01-01,24,大村,1,2,3,4675,井　手　　良　太,75,64,6.96,0.14,1.50.2,4
2024-01-01,24,大村,1,3,2,3587,武　田　　信　一,53,38,6.94,0.18,1.51.5,4
2024-01-01,24,大村,1,4,4,4390,松　本　　弓　雄,27,58,6.92,0.19,1.52.6,1
2024-01-01,24,大村,1,5,5,4232,笠　　　　雅　雄,31,55,6.97,0.19,,3
2024-01-01,24,大村,1,6,6,4636,赤　池　　修　平,64,56,6.99,0.18,,4
2024-01-01,24,大村,2,1,1,4359,横　川　　聖　志,68,24,6.86,0.08,1.47.9,2
2024-01-01,24,大村,2,2,4,4383,竹　田　　吉　行,30,35,7.0,0.17,1.49.1,4
2024-01-01,24,大村,2,3,2,4000,松　本　　博　昭,62,34,6.87,0.14,1.50.3,3
2024-01-01,24,大村,2,4,6,4028,田　村　　隆　信,25,70,6.93,0.21,1.51.8,4
2024-01-01,24,大村,2,5,3,4666,日　笠　　勝　弘,78,16,6.91,0.21,,1
2024-01-01,24,大村,2,6,5,4429,豊　田　　泰　洋,63,11,7.07,0.18,,4
2024-01-01,24,大村,3,1,1,4596,葛　原　　大　陽,37,13,6.94,0.04,1.47.9,2
2024-01-01,24,大村,3,2,2,4474,渡　辺　　　　崇,51,63,6.87,0.15,1.49.1,1
2024-01-01,24,大村,3,3,6,5172,田　村　　　　慶,32,37,6.97,0.24,1.50.9,3
2024-01-01,24,大村,3,4,4,5199,垂　水　　　　悠,36,51,6.83,0.23,1.51.8,4
2024-01-01,24,大村,3,5,5,4247,齊　藤　　　　優,35,26,6.93,0.21,,4
2024-01-01,24,大村,3,6,3,4812,西　野　　雄　貴,24,78,6.92,0.09,,4
2024-01-01,24,大村,4,1,4,4685,島　村　　隆　幸,66,20,6.93,0.02,1.48.1,2
2024-01-01,24,大村,4,2,2,3477,近　藤　　稔　也,70,66,6.98,0.06,1.49.4,4
2024-01-01,24,大村,4,3,3,4167,片　岡　　秀　樹,52,60,6.92,0.01,1.50.6,3
